file_size,number_of_files,bandwidth,rtt,buffer_size,p,cc,pp,throughput,time,source,destination
256096,128,10000,0.04,33554432,4,32,16,69.52233678,3.597385168,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,2,2,74.38973565,3.36197114,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,4,2,457.34333330000004,8.956657887,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,1,8,546.438798,7.496341944,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,8,1,8,180.1955667,5.551160812000001,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,16,16,72.36868741,3.4559011460000004,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,1,32,269.7239869,14.4844451,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,32,2,8,330.85569169999997,6.190560102999999,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,4,4,411.256212,4.980287075,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,32,16,4,118.5018311,4.220174074,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,8,8,16,43.93826664,5.691974878,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,1,2,1,231.761059,8.630872011000001,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,2,2,2428.111614,53.98110485,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,1,16,32,3197.96183,40.986166,Stampede,Gordon/Oasis
256096,128,10000,0.04,33554432,32,32,16,59.183435100000004,4.22579813,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,4,16,559.3599498,6.98444891,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,32,2,110.7190118,4.516860008,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,8,8,2,2539.866766,20.15859485,Stampede,Gordon/Oasis
256069,1000,10000,0.04,33554432,16,2,4,224.32772200000002,8.708992004,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,8,8,16,385.9675759,5.306598902,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,32,4,558.4243783,7.335446118999999,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,2,8,16,516.0942846,3.8758749960000003,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,16,4,122.936903,4.068472147,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,8,4,2,240.24078140000003,4.163206816000001,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,2,1,221.03727609999999,17.67482996,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,2,32,76.68409881,6.521556138999999,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,1,4,130.4609622,7.667361975,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,8,8,481.79590310000003,4.151763916,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,4,4,274.7664193,3.727216005,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,8,16,8,404.62603939999997,5.061929941,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,1,32,457.4114091,8.955334902,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,1,32,16,3416.247471,38.36729503,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,2,2,2,1924.3270890000001,68.11322284,Stampede,Gordon/Oasis
256096,128,10000,0.04,33554432,16,1,2,56.67730164,4.412663937,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,8,16,1,388.7634007,5.025355101000001,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,2,4,472.52669339999994,8.267926931,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,16,32,1,70.87816611,3.528590918,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,8,1,796.7373982999999,5.141326904,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,2,4,426.0536319,9.614458083999999,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,8,1,32,342.82500780000004,5.974393129,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,32,4,6807.084434,19.25531292,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,32,1,4,131.1595203,7.626523972,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,8,2,388.51910630000003,5.148518801,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,8,1,144.70317869999997,3.4560699460000004,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,32,2,8,175.12022819999999,5.711320877,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,4,8,2213.719236,59.20900202,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,32,16,2,968.1198607999999,8.264028072,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,1,2,148.5864074,27.56821013,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,4,4,256.997955,3.892251015,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,2,4,2,423.3453533,4.8380689619999995,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,4,16,1948.7503829999998,67.25957012,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,32,32,1,108.43121310000001,4.612131119,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,4,16,2,535.8345998,7.291059971,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,1,32,435.5918603,9.403946877000001,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,16,2,282.04373419999996,3.631015062,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,2,16,301.82997589999997,6.627291917999999,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,32,16,8,471.91029860000003,4.340214014,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,2,16,16,491.05034759999995,4.171066046,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,1,4,232.3546776,8.608794212000001,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,8,2,133.37031090000002,3.750205994,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,4,2,96.34724087,2.595795155,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,2,16,484.61276610000004,8.452700137999999,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,32,2,6694.065157,19.58038092,Stampede,Gordon/Oasis
256069,1000,10000,0.04,33554432,8,1,16,151.0534695,12.93357491,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,4,1,16,647.0359103999999,12.36492801,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,32,2,147.22600359999998,3.396849871,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,4,1,271.2391483,3.775655985,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,2,16,527.6916294,7.403606892000001,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,2,1,307.2857102,13.33046889,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,16,16,4,97.34857511,5.137223959,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,1,16,2,478.1568543000001,4.283483028,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,16,16,340.20493680000004,3.0102660660000002,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,16,16,32,281.8021026,3.5492091180000003,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,32,32,83.32158795,3.0016210080000003,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,8,2,329.9522264,6.062381029,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,1,8,1265.089274,103.6070161,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,1,16,8,167.94006519999996,2.9778938289999997,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,1,32,2156.2232489999997,60.787823200000005,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,4,1,16,653.4324946,12.24384499,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,4,2,221.43647769999998,4.517283917,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,2,16,202.1364856,4.948587894,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,1,1,134.2988719,14.89433694,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,4,8,2,922.7832192,8.670039892,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,32,2,731.9828342999999,69.94708109,Stampede,Gordon/Oasis
1048640,512,10000,0.04,33554432,8,8,16,523.9057103,7.8187530039999995,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,8,16,1,238.493769,4.1942451,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,2,8,2,775.9161291,5.035097122,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,1,8,130.8968029,3.820636988,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,4,32,313.5240829,3.26646781,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,16,2,2,308.62427230000003,6.6364848610000005,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,32,32,16,406.78628010000006,5.035008907,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,16,1,242.79573280000002,4.119405031,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,32,2,661.8082592000001,5.9032289979999995,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,4,32,2360.9974399999996,55.51558805,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,16,1,2,267.9696047,7.643324852,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,16,4,219.1458027,4.673210859,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,1,1,4,217.35524959999998,4.601517916000001,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,4,1,399.75483760000003,9.773023129,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,1,16,32,558.4008467,3.6679399010000004,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,8,8,1,229.48110150000002,4.358961821,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,1,2,8,282.3870723,3.541834831,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,32,32,2,212.75100780000002,4.8136198519999995,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,32,8,32,221.83446349999997,4.5086150169999994,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,2,4,289.44048660000004,6.910933971,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,16,8,545.9553897000001,3.663862944,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,8,16,227.4254818,4.503029108,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,32,8,4,847.2725682,9.442726851,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,4,4,363.7157381,5.499608994,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,8,8,2,397.5384803,5.031706095,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,16,8,141.1366907,3.543811083,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,16,2,5730.662634,22.8721211,Stampede,Gordon/Oasis
104857664,64,10000,0.04,33554432,16,2,16,728.3512783,70.29583883,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,16,1,8,281.1175859,7.115535975,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,4,32,332.05811539999996,6.0239670279999995,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,16,16,269.70192260000005,3.7088708880000003,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,32,8,32,110.28254469999999,4.534727097,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,4,2,232.64441230000003,4.299149036,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,8,2,2,104.8550895,4.770048857,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,2,2,118.80799750000001,4.20934701,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,16,2,685.0494844,5.9795379639999995,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,8,16,1,3533.4883979999995,14.48998094,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,16,4,4,458.28170199999994,4.469249963999999,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,8,8,73.93457197,3.382670164,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,4,1,462.6906079,8.853183985,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,4,32,4,837.6771476,4.663902043999999,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,2,16,62.69993834,3.9887781139999996,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,4,8,1428.8285210000001,35.83361912,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,32,1,8,210.1829991,4.872467041,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,16,8,8,116.5756895,4.289910078,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,16,2,647.7109276000001,79.04770803,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,2,1,2,91.80168378,10.89618587,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,32,32,193.0676902,5.304400921,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,2,1,2,404.75025669999997,19.76655412,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,8,4,2381.353429,55.04102707,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,32,1,32,152.77089980000002,6.546831131,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,32,2,16,219.60454109999998,4.663438082,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,32,32,191.3050027,5.353291035,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,2,1,175.27106740000002,5.842990875,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,32,8,3652.170601,35.88884902,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,8,2,1,209.666407,9.540380001,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,8,8,143.5427851,3.484004021,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,2,1,126.91970740000001,15.39289188,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,32,8,220.0824801,4.5445349219999995,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,8,32,435.038828,4.490801096,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,16,8,626.3296042000001,81.74618506,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,2,4,8,454.39303839999997,4.402136803,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,1,32,77.15956323,3.241297007,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,32,16,2,136.3986108,3.6669411660000004,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,4,2,78.71427792,3.177289009,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,16,2,4,211.6776639,4.72498107,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,1,2,96.63758509,10.35092592,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,8,1,4,138.7409793,7.209750176,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,1,4,101.57614170000001,4.924004078,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,1,2,8,138.31926399999998,3.616028071,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,1,2,417.02057310000004,19.18497396,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,4,4,8,388.23736210000004,5.032192946,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,1,16,2,259.5694892,3.853210926,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,1,2,430.8081754,118.8465419,Stampede,Gordon/Oasis
256069,1000,10000,0.04,33554432,32,1,32,150.79702350000002,12.95560884,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,8,2,108.295006,4.618536949,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,4,32,133.6983884,3.74053216,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,16,4,670.2480929,6.111588001,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,4,32,16,197.3870497,5.188324928,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,16,1,218.1728442,4.584883928,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,2,4,8,170.07448369999997,2.940846205,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,16,4,233.48788959999996,4.2841260430000005,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,1,4,124.81468419999999,4.006767988,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,4,8,665.164171,5.873482943,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,8,32,519.1293696,7.525681018999999,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,2,32,2213.003063,59.22816706,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,4,32,1,256.53374610000003,3.992084026,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,2,8,183.03488190000002,5.465050221,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,8,1,114.26432179999999,8.962580919,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,4,8,2382.063533,55.02461815,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,1,8,16,1056.170646,7.575080872000001,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,32,8,200.57764840000002,5.105769157,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,1,8,711.0556027000001,184.3344738,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,16,8,8,493.34795269999995,4.151587963,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,16,4,467.57660319999997,4.380404949,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,32,8,261.7609796,3.912360907,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,16,16,2922.031191,44.85651708,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,16,32,8,421.7998756,4.742323875,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,8,32,502.9706744,3.884272099,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,16,8,1346.6587439999998,38.02012396,Stampede,Gordon/Oasis
256080,256,10000,0.04,33554432,4,32,2,143.31876540000002,3.489861965,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,16,8,1,252.22535319999997,3.965373993,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,1,1,1,113.289675,17.65641499,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,32,2,32,342.24402610000004,5.984528065,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,32,8,6466.116598,20.27063513,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,16,2,2,256.30225930000006,7.804465056000001,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,4,8,225.91752590000002,4.4277100560000004,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,2,4,1,834.8045088,9.58372283,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,8,4,16,414.2773999,4.82842803,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,32,2,207.7336665,4.815280199,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,8,2,2,350.57470930000005,5.842322826,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,16,16,186.333351,2.683937073,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,8,32,8,905.9276651,8.831322907999999,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,1,2,83.84904172,11.92962003,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,32,16,559.4701898,7.321730137,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,8,4,16,263.0324011,3.802484989,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,32,8,585.1280705,7.000705003999999,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,8,32,8,360.27290739999995,5.422780037000001,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,1,1,1245.386663,41.11179805,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,16,8,2,248.35016519999996,4.027777195,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,16,2,742.9715904,68.91254616,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,8,16,16,459.8497852,4.454009056,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,16,2,736.7468660000001,5.559989214,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,1,32,165.5641699,6.041686058,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,1,8,4,314.539181,3.179821968,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,16,16,1,625.2327614,81.88959885,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,2,32,32,266.3605614,3.844805956,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,8,2,32,338.0316346,5.917472124,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,2,8,277.76034530000004,7.033638954,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,8,32,3105.8465929999998,42.201783899999995,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,4,1,8,254.2098435,15.36840487,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,1,4,456.4431023,8.974361897,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,1,32,159.7082232,12.23269892,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,16,16,746.6134622999999,68.57639694,Stampede,Gordon/Oasis
256069,1000,10000,0.04,33554432,1,2,2,186.41183869999998,10.48039603,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,8,1,244.7527596,4.1842298510000004,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,8,2,516.1352942,7.569380999,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,4,8,801.2560561,5.11232686,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,8,32,16,235.0977733,4.254278183,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,8,1,177.2883148,5.642194032999999,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,2,1,1026.841897,49.86169314,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,8,32,4,121.33050190000002,4.121832848,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,4,8,677.1597929,5.769440889,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,16,8,427.5498515,4.678515911,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,32,2,118.581725,4.217895985,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,1,1,2,1655.3296699999999,79.18186998,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,4,4,8,346.02049589999996,5.919222117,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,32,32,3144.870468,41.67808199,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,8,32,32,187.2667926,5.341568947,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,1,32,2143.328297,61.15354609,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,2,2,1,115.7342567,4.32108593,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,4,4,658.764235,6.218154907000001,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,2,32,535.9504274,7.289525986,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,8,2,193.6131126,2.583029032,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,16,16,1,108.0522631,4.628334045,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,32,32,395.7322497,5.054681063,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,2,1,2,95.42922696,10.48196697,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,32,16,2,135.473601,3.691518068,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,1,1,147.1705878,6.95859313,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,16,16,16,69.80288564,3.582926035,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,8,1,4613.949889,28.40780902,Stampede,Gordon/Oasis
256096,128,10000,0.04,33554432,8,4,1,60.8716411,4.1086120610000005,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,8,16,622.1889466,6.583689927999999,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,2,32,16,563.5362727,6.932659149,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,1,16,180.85400790000003,5.530951022999999,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,32,16,32,213.42342599999998,4.798458098999999,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,16,4,58.15901285,4.300205946,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,4,16,8,571.5141791,6.835887194,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,2,32,434.95757580000003,9.417631149,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,16,2,5710.8647009999995,22.95138407,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,2,4,1,426.5086956,9.159947157000001,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,2,2,131.38159579999999,7.613633871,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,16,32,4,419.12364249999996,4.886798859,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,4,16,404.95573260000003,4.824440956,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,2,2,16,182.3524892,5.4854969979999995,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,4,8,380.31932589999997,5.1369378569999995,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,1,4,346.7564175,5.906657934,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,8,1,273.3958951,3.6587719919999997,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,4,2,272.3689866,3.7599909310000004,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,16,8,471.448314,4.242928982,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,8,4,416.0448588,9.845736027000001,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,2,16,4,448.74573219999996,4.564218998,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,4,32,264.099664,3.877756119,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,32,1,731.0816976,5.603075981,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,8,16,239.53352859999998,4.175991058,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,2,4,2,132.0186575,3.788559914,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,2,16,160.5246219,3.1154460910000004,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,1,1,126.99610530000001,15.750808,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,16,16,16,79.61612637,3.1412818430000002,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,4,16,2,212.57215519999997,4.817673922,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,2,16,2,429.2900308999999,4.659590006,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,4,1,32,426.8723124,9.596032858,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,32,4,228.55118169999997,4.480877161,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,16,2,477.1497033,4.192193031,Stampede,Gordon/oasis
